gene_id,base_expression,expression_rate,sigma,cell_type_specific,specific_for,inherited_by
Gene_1457,2.5502117161854176,0.0,1.0,False,,
Gene_1458,1.7695191657909004,0.0,1.0,False,,
Gene_1459,2.4367498884208305,0.0,1.0,False,,
Gene_1460,1.66466931094695,1.8508663187514083,1.0,True,"StemCell,Progenitor2,TerminalCell_B",StemCell->Progenitor2;Progenitor2->TerminalCell_B
Gene_1461,1.6681754860779292,1.1509770243135726,1.0,True,Progenitor1,
Gene_1462,4.7642674619249625,1.0588903203495583,1.0,True,Progenitor2,
Gene_1463,4.872613577782229,0.0,1.0,False,,
Gene_1464,1.2961263976576012,3.320013828108252,1.0,True,Progenitor2,
Gene_1465,1.326840080025515,0.0,1.0,False,,
Gene_1466,1.0654393280454282,0.0,1.0,False,,
Gene_1467,3.5406821084797566,2.4945167342076107,1.0,True,TerminalCell_B,
Gene_1468,3.6928557374424757,0.0,1.0,False,,
Gene_1469,1.4056196531048903,0.0,1.0,False,,
Gene_1470,1.220820163853522,0.0,1.0,False,,
Gene_1471,1.129667230040082,0.0,1.0,False,,
Gene_1472,1.3471537286155506,0.0,1.0,False,,
Gene_1473,1.8985282728026944,0.0,1.0,False,,
Gene_1474,3.510681084666436,0.0,1.0,False,,
Gene_1475,4.2186559401319315,1.9782835897707725,1.0,True,Progenitor1,
Gene_1476,3.414540232390168,0.0,1.0,False,,
Gene_1477,1.1126421875680683,0.0,1.0,False,,
Gene_1478,4.634028834897938,0.0,1.0,False,,
Gene_1479,2.30601482336204,3.22388164080128,1.0,True,TerminalCell_A,
Gene_1480,1.0882601638178349,0.0,1.0,False,,
Gene_1481,4.498200073863939,0.0,1.0,False,,
Gene_1482,2.196832076718334,0.0,1.0,False,,
Gene_1483,3.9634487121790634,0.0,1.0,False,,
Gene_1484,1.1550680850638337,3.250031478542081,1.0,True,Progenitor1,
Gene_1485,3.3385763159642474,0.0,1.0,False,,
Gene_1486,3.443965474702371,0.0,1.0,False,,
Gene_1487,1.6197217134238113,0.0,1.0,False,,
Gene_1488,3.125811512898609,0.0,1.0,False,,
Gene_1489,1.8899838935655962,0.0,1.0,False,,
Gene_1490,4.493532943969117,0.0,1.0,False,,
Gene_1491,1.0360723265162646,0.0,1.0,False,,
Gene_1492,1.2006977507906824,0.0,1.0,False,,
Gene_1493,1.8725298969598154,0.0,1.0,False,,
Gene_1494,4.563257849782127,3.1242332479914388,1.0,True,"StemCell,Progenitor1",StemCell->Progenitor1
Gene_1495,1.036516179606238,4.57685238487327,1.0,True,TerminalCell_B,
Gene_1496,4.436886651560002,0.0,1.0,False,,
Gene_1497,2.305710840535171,0.0,1.0,False,,
Gene_1498,2.539007972494125,3.0747859662324304,1.0,True,"StemCell,Progenitor1",StemCell->Progenitor1
Gene_1499,2.0266160844777863,0.0,1.0,False,,
Gene_1500,2.1528333644710833,4.125973419490235,1.0,True,"StemCell,Progenitor1",StemCell->Progenitor1
Gene_1501,3.829422359327945,0.0,1.0,False,,
Gene_1502,3.997577169888679,0.0,1.0,False,,
Gene_1503,3.3830668609336456,0.0,1.0,False,,
Gene_1504,2.2285884559689975,4.93414114878373,1.0,True,TerminalCell_A,
Gene_1505,2.8119976297773324,3.5067310459726553,1.0,True,TerminalCell_B,
Gene_1506,3.144199053553773,3.0021470394109153,1.0,True,TerminalCell_A,
Gene_1507,4.983455366331456,3.8244650782751957,1.0,True,"StemCell,Progenitor2",StemCell->Progenitor2
Gene_1508,2.823113977629612,4.665050247711229,1.0,True,TerminalCell_B,
Gene_1509,2.9748537527985914,0.0,1.0,False,,
Gene_1510,3.0864847628873697,4.095482454296661,1.0,True,"StemCell,Progenitor2",StemCell->Progenitor2
Gene_1511,3.035542563630718,0.0,1.0,False,,
Gene_1512,4.98307157211779,0.0,1.0,False,,
Gene_1513,3.7723254974856046,0.0,1.0,False,,
Gene_1514,2.4843313143031494,0.0,1.0,False,,
Gene_1515,4.242367164566967,0.0,1.0,False,,
Gene_1516,1.0783256212422763,1.7881175042593718,1.0,True,Progenitor2,
Gene_1517,3.5782640480190935,0.0,1.0,False,,
Gene_1518,4.618198642595175,3.388567569358717,1.0,True,"StemCell,Progenitor1,TerminalCell_A",StemCell->Progenitor1;Progenitor1->TerminalCell_A
Gene_1519,4.6499496145158865,0.0,1.0,False,,
Gene_1520,4.303523090601695,0.0,1.0,False,,
Gene_1521,2.81073245461356,0.0,1.0,False,,
Gene_1522,3.6770039454234946,0.0,1.0,False,,
Gene_1523,3.0622809772316955,0.0,1.0,False,,
Gene_1524,4.807956987048646,0.0,1.0,False,,
Gene_1525,1.1475555143342482,0.0,1.0,False,,
Gene_1526,2.227083406771434,0.0,1.0,False,,
Gene_1527,3.211136335468759,0.0,1.0,False,,
Gene_1528,4.344517034869318,0.0,1.0,False,,
Gene_1529,1.224954872764962,0.0,1.0,False,,
Gene_1530,2.1740683853805973,4.193084584520551,1.0,True,Progenitor2,
Gene_1531,4.295339154021523,0.0,1.0,False,,
Gene_1532,4.25165154629455,0.0,1.0,False,,
Gene_1533,4.852224951531228,0.0,1.0,False,,
Gene_1534,4.459633647718223,0.0,1.0,False,,
Gene_1535,3.1595395239690354,1.0338714707915906,1.0,True,"StemCell,Progenitor1",StemCell->Progenitor1
Gene_1536,1.456096723971359,0.0,1.0,False,,
Gene_1537,1.986412652376916,0.0,1.0,False,,
Gene_1538,3.1780640145916887,0.0,1.0,False,,
Gene_1539,3.9572244519078676,0.0,1.0,False,,
Gene_1540,4.83287513375976,0.0,1.0,False,,
Gene_1541,3.557020773244704,0.0,1.0,False,,
Gene_1542,4.008724354692857,0.0,1.0,False,,
Gene_1543,2.0561174842805667,0.0,1.0,False,,
Gene_1544,2.6877368319960246,0.0,1.0,False,,
Gene_1545,2.1467857326437376,0.0,1.0,False,,
Gene_1546,4.67337167645338,2.329066067771202,1.0,True,"StemCell,Progenitor1,TerminalCell_A",StemCell->Progenitor1;Progenitor1->TerminalCell_A
Gene_1547,4.76363277704011,0.0,1.0,False,,
Gene_1548,4.946914147418983,3.946365477207026,1.0,True,"Progenitor1,TerminalCell_A",Progenitor1->TerminalCell_A
Gene_1549,4.284440063945307,0.0,1.0,False,,
Gene_1550,1.7103313513809604,0.0,1.0,False,,
Gene_1551,3.3209401156785505,0.0,1.0,False,,
Gene_1552,4.1774595254467695,0.0,1.0,False,,
Gene_1553,1.5744070155360022,0.0,1.0,False,,
Gene_1554,1.6188285718092277,3.1933698135733333,1.0,True,"StemCell,Progenitor1,TerminalCell_A",StemCell->Progenitor1;Progenitor1->TerminalCell_A
Gene_1555,4.310385347981904,0.0,1.0,False,,
Gene_1556,3.6969123464606697,0.0,1.0,False,,
Gene_1557,4.251039894987789,0.0,1.0,False,,
Gene_1558,3.1325446333004416,3.3621826152548357,1.0,True,TerminalCell_B,
Gene_1559,1.5511351095680594,0.0,1.0,False,,
Gene_1560,1.326383666867354,0.0,1.0,False,,
Gene_1561,4.908610893248267,3.14416367976351,1.0,True,"StemCell,Progenitor1",StemCell->Progenitor1
Gene_1562,2.895987138130828,0.0,1.0,False,,
Gene_1563,4.204884127891425,2.180646760029955,1.0,True,TerminalCell_B,
Gene_1564,3.2521897829633417,3.0264122165335037,1.0,True,"StemCell,Progenitor1,TerminalCell_A",StemCell->Progenitor1;Progenitor1->TerminalCell_A
Gene_1565,1.1688711739044346,2.5583402710224945,1.0,True,"Progenitor2,TerminalCell_B",Progenitor2->TerminalCell_B
Gene_1566,1.544309864688668,0.0,1.0,False,,
Gene_1567,4.674227679853825,0.0,1.0,False,,
Gene_1568,3.4139706987295613,0.0,1.0,False,,
Gene_1569,4.840137144487969,0.0,1.0,False,,
Gene_1570,4.2753512324662575,0.0,1.0,False,,
Gene_1571,3.9673758368455863,0.0,1.0,False,,
Gene_1572,3.413971381351043,3.761539840328535,1.0,True,TerminalCell_A,
Gene_1573,1.2331241058419637,0.0,1.0,False,,
Gene_1574,4.046269782833463,0.0,1.0,False,,
Gene_1575,4.958698998282234,0.0,1.0,False,,
Gene_1576,4.342916264639774,0.0,1.0,False,,
Gene_1577,2.789123041098465,0.0,1.0,False,,
Gene_1578,3.819384467893133,0.0,1.0,False,,
Gene_1579,1.9934517091976676,0.0,1.0,False,,
Gene_1580,1.799732166422039,0.0,1.0,False,,
Gene_1581,4.866017818965089,0.0,1.0,False,,
Gene_1582,2.58544236745535,0.0,1.0,False,,
Gene_1583,3.296796883541951,0.0,1.0,False,,
Gene_1584,2.357254760282608,0.0,1.0,False,,
Gene_1585,4.637499390315247,3.09833914456017,1.0,True,"Progenitor1,TerminalCell_A",Progenitor1->TerminalCell_A
Gene_1586,1.5027726478335923,0.0,1.0,False,,
Gene_1587,2.959610693305166,0.0,1.0,False,,
Gene_1588,3.7627236952749654,0.0,1.0,False,,
Gene_1589,1.2936399704711081,0.0,1.0,False,,
Gene_1590,3.447848636160061,0.0,1.0,False,,
Gene_1591,4.449318386033115,0.0,1.0,False,,
Gene_1592,4.590938221347698,0.0,1.0,False,,
Gene_1593,3.2834031466892974,0.0,1.0,False,,
Gene_1594,1.6229638428373372,1.0964256096363205,1.0,True,TerminalCell_A,
Gene_1595,3.371170115827821,4.956340444427402,1.0,True,"Progenitor2,TerminalCell_B",Progenitor2->TerminalCell_B
Gene_1596,4.0503223712103456,0.0,1.0,False,,
Gene_1597,3.470486369656358,0.0,1.0,False,,
Gene_1598,2.206830378636225,0.0,1.0,False,,
Gene_1599,1.5779251080429808,0.0,1.0,False,,
Gene_1600,3.722821227518877,0.0,1.0,False,,
Gene_1601,3.210103975537788,0.0,1.0,False,,
Gene_1602,1.8514833004876041,0.0,1.0,False,,
Gene_1603,4.9564968980787345,4.152872919539277,1.0,True,Progenitor2,
Gene_1604,2.9787972873451882,2.5451107799935535,1.0,True,Progenitor1,
Gene_1605,4.674409690779399,1.0114900507353468,1.0,True,TerminalCell_A,
Gene_1606,1.587053460609983,0.0,1.0,False,,
Gene_1607,2.423478904527907,3.713087422257576,1.0,True,"StemCell,Progenitor2",StemCell->Progenitor2
Gene_1608,2.776068668978489,0.0,1.0,False,,
Gene_1609,3.083649455680424,0.0,1.0,False,,
Gene_1610,4.965093844445329,0.0,1.0,False,,
Gene_1611,3.407985908282012,3.6009810406270977,1.0,True,"StemCell,Progenitor1",StemCell->Progenitor1
Gene_1612,3.3265636332369874,0.0,1.0,False,,
Gene_1613,4.215224383542725,0.0,1.0,False,,
Gene_1614,1.2114551082954161,0.0,1.0,False,,
Gene_1615,4.350714496732721,0.0,1.0,False,,
Gene_1616,3.699370038275403,0.0,1.0,False,,
Gene_1617,2.472384615444542,0.0,1.0,False,,
Gene_1618,1.6975766874029552,1.5335090765547315,1.0,True,"StemCell,Progenitor1",StemCell->Progenitor1
Gene_1619,1.89974969441338,2.263994038671292,1.0,True,"StemCell,Progenitor1",StemCell->Progenitor1
Gene_1620,4.28382355031505,4.029557737613773,1.0,True,TerminalCell_A,
Gene_1621,4.544695798316424,2.3975374844077284,1.0,True,"StemCell,Progenitor2,TerminalCell_B",StemCell->Progenitor2;Progenitor2->TerminalCell_B
Gene_1622,2.349575427619356,0.0,1.0,False,,
Gene_1623,4.825893647641449,0.0,1.0,False,,
Gene_1624,3.744544265363845,2.1125504778279787,1.0,True,"StemCell,Progenitor1",StemCell->Progenitor1
Gene_1625,3.574249720572173,1.61714106075302,1.0,True,TerminalCell_B,
Gene_1626,4.976973858286556,0.0,1.0,False,,
Gene_1627,3.597217705237102,0.0,1.0,False,,
Gene_1628,2.836097836778932,0.0,1.0,False,,
Gene_1629,3.1125643383264503,0.0,1.0,False,,
Gene_1630,3.1036448387471247,0.0,1.0,False,,
Gene_1631,2.021946918224898,0.0,1.0,False,,
Gene_1632,3.4712699496459862,1.900338216009097,1.0,True,TerminalCell_B,
Gene_1633,2.4423412469540886,0.0,1.0,False,,
Gene_1634,3.6992155625271352,0.0,1.0,False,,
Gene_1635,3.388562652471069,0.0,1.0,False,,
Gene_1636,4.715514933998739,2.1838799789690597,1.0,True,"Progenitor1,TerminalCell_A",Progenitor1->TerminalCell_A
Gene_1637,2.4555910168050206,0.0,1.0,False,,
Gene_1638,1.2269478909086913,0.0,1.0,False,,
Gene_1639,1.1645525789533573,0.0,1.0,False,,
Gene_1640,1.5582841182028595,1.1465675684853167,1.0,True,TerminalCell_B,
Gene_1641,1.6211583802389997,0.0,1.0,False,,
Gene_1642,1.1309409050878378,2.9587001047699903,1.0,True,Progenitor2,
Gene_1643,2.547612352914912,4.311633087961221,1.0,True,TerminalCell_A,
Gene_1644,4.862001381318317,0.0,1.0,False,,
Gene_1645,2.1081413229390256,0.0,1.0,False,,
Gene_1646,1.9985314662922717,0.0,1.0,False,,
Gene_1647,4.533306055379533,4.092756801756291,1.0,True,"StemCell,Progenitor2",StemCell->Progenitor2
Gene_1648,3.9419897732323457,0.0,1.0,False,,
Gene_1649,1.9497265968082833,0.0,1.0,False,,
Gene_1650,2.224335606299265,0.0,1.0,False,,
Gene_1651,4.206486008676843,0.0,1.0,False,,
Gene_1652,1.842294713913831,0.0,1.0,False,,
Gene_1653,3.9475188240236214,0.0,1.0,False,,
Gene_1654,4.370977561836225,0.0,1.0,False,,
Gene_1655,3.3833042274332836,0.0,1.0,False,,
Gene_1656,1.4483449139455145,0.0,1.0,False,,
Gene_1657,2.2543600423998535,0.0,1.0,False,,
Gene_1658,3.1851256133474695,0.0,1.0,False,,
Gene_1659,2.1188570255512813,2.224421675773374,1.0,True,TerminalCell_A,
Gene_1660,3.6342679992461715,0.0,1.0,False,,
Gene_1661,2.1168456380429257,0.0,1.0,False,,
Gene_1662,1.9987728398655333,0.0,1.0,False,,
Gene_1663,2.210533756185653,0.0,1.0,False,,
Gene_1664,3.365188956162634,0.0,1.0,False,,
Gene_1665,4.107217026632316,0.0,1.0,False,,
Gene_1666,1.4910616458254693,3.910688871676109,1.0,True,"StemCell,Progenitor1",StemCell->Progenitor1
Gene_1667,4.161112030485949,0.0,1.0,False,,
Gene_1668,1.6844829513378685,0.0,1.0,False,,
Gene_1669,3.6267609776201115,0.0,1.0,False,,
Gene_1670,2.80570951393942,0.0,1.0,False,,
Gene_1671,4.437463014059775,0.0,1.0,False,,
Gene_1672,1.6637100076662503,0.0,1.0,False,,
Gene_1673,2.2059096315318656,0.0,1.0,False,,
Gene_1674,3.9621396158719153,0.0,1.0,False,,
Gene_1675,2.3925312167670056,1.4892322082592737,1.0,True,TerminalCell_A,
Gene_1676,1.1438684597403297,2.756039777305376,1.0,True,Progenitor1,
Gene_1677,4.106498566124083,2.519289075820435,1.0,True,TerminalCell_B,
Gene_1678,2.0073439185411868,3.497706004488225,1.0,True,"Progenitor1,TerminalCell_A",Progenitor1->TerminalCell_A
Gene_1679,1.5179764447224833,1.3927259847673437,1.0,True,"Progenitor1,TerminalCell_A",Progenitor1->TerminalCell_A
Gene_1680,1.3557517398404006,0.0,1.0,False,,
Gene_1681,4.614100332489225,0.0,1.0,False,,
Gene_1682,3.22876278270969,0.0,1.0,False,,
Gene_1683,3.705098035682511,0.0,1.0,False,,
Gene_1684,2.9249428424903963,0.0,1.0,False,,
Gene_1685,2.5714064540518913,0.0,1.0,False,,
Gene_1686,3.0682710375755105,0.0,1.0,False,,
Gene_1687,4.747866402093688,0.0,1.0,False,,
Gene_1688,4.111552244982068,0.0,1.0,False,,
Gene_1689,3.9584917798048034,0.0,1.0,False,,
Gene_1690,3.615227240506983,0.0,1.0,False,,
Gene_1691,4.654333917348966,0.0,1.0,False,,
Gene_1692,1.8639450510767865,0.0,1.0,False,,
Gene_1693,3.600814275608558,0.0,1.0,False,,
Gene_1694,1.1126014162751825,0.0,1.0,False,,
Gene_1695,2.86154092920685,0.0,1.0,False,,
Gene_1696,2.2290128120516237,0.0,1.0,False,,
Gene_1697,4.6462190663897935,0.0,1.0,False,,
Gene_1698,2.735034976289915,0.0,1.0,False,,
Gene_1699,4.849782578901156,0.0,1.0,False,,
Gene_1700,1.3039035239274797,0.0,1.0,False,,
Gene_1701,2.7412427541780233,0.0,1.0,False,,
Gene_1702,1.4229219451261281,0.0,1.0,False,,
Gene_1703,2.8716522265978845,0.0,1.0,False,,
Gene_1704,4.010531204064433,1.2316162135786821,1.0,True,"Progenitor1,TerminalCell_A",Progenitor1->TerminalCell_A
Gene_1705,4.499744584815598,0.0,1.0,False,,
Gene_1706,2.0776274201960865,1.599602446223872,1.0,True,"StemCell,Progenitor1,TerminalCell_A",StemCell->Progenitor1;Progenitor1->TerminalCell_A
Gene_1707,3.353704306737868,0.0,1.0,False,,
Gene_1708,2.0509995128802525,0.0,1.0,False,,
Gene_1709,3.557717711850175,1.880473829214972,1.0,True,"StemCell,Progenitor2,TerminalCell_B",StemCell->Progenitor2;Progenitor2->TerminalCell_B
Gene_1710,4.842086245060861,1.0680759467015917,1.0,True,TerminalCell_A,
Gene_1711,4.755004457832692,0.0,1.0,False,,
Gene_1712,1.758287990859761,0.0,1.0,False,,
Gene_1713,2.019293652082223,0.0,1.0,False,,
Gene_1714,3.23369952949341,0.0,1.0,False,,
Gene_1715,2.3463629352533064,0.0,1.0,False,,
Gene_1716,1.478413100084048,0.0,1.0,False,,
Gene_1717,3.8469861995718126,0.0,1.0,False,,
Gene_1718,4.764902445876343,0.0,1.0,False,,
Gene_1719,1.913060461082953,0.0,1.0,False,,
Gene_1720,1.089755094587538,0.0,1.0,False,,
Gene_1721,4.499386773849533,0.0,1.0,False,,
Gene_1722,3.885101510031949,0.0,1.0,False,,
Gene_1723,4.640672869937223,0.0,1.0,False,,
Gene_1724,2.64456426334387,0.0,1.0,False,,
Gene_1725,3.580726398876421,0.0,1.0,False,,
Gene_1726,4.754501487586507,0.0,1.0,False,,
Gene_1727,2.032930041875315,0.0,1.0,False,,
Gene_1728,2.6305844386690462,0.0,1.0,False,,
Gene_1729,3.3674955401366704,0.0,1.0,False,,
Gene_1730,2.8607788715243445,0.0,1.0,False,,
Gene_1731,1.2226960908452815,4.743321414009624,1.0,True,"Progenitor2,TerminalCell_B",Progenitor2->TerminalCell_B
Gene_1732,2.540622562357659,0.0,1.0,False,,
Gene_1733,4.0772882599680305,4.257390849533494,1.0,True,"StemCell,Progenitor2,TerminalCell_B",StemCell->Progenitor2;Progenitor2->TerminalCell_B
Gene_1734,1.7460882173524634,0.0,1.0,False,,
Gene_1735,2.227484027831549,0.0,1.0,False,,
Gene_1736,1.8428206608672064,1.8062988550287948,1.0,True,"StemCell,Progenitor1,TerminalCell_A",StemCell->Progenitor1;Progenitor1->TerminalCell_A
Gene_1737,1.3568745805990279,0.0,1.0,False,,
Gene_1738,1.8716580510373237,0.0,1.0,False,,
Gene_1739,4.6936477679933635,3.4376876487823593,1.0,True,"StemCell,Progenitor1",StemCell->Progenitor1
Gene_1740,3.819424593966298,4.4123664827852185,1.0,True,TerminalCell_A,
Gene_1741,4.421800247346319,0.0,1.0,False,,
Gene_1742,2.784519970222444,0.0,1.0,False,,
Gene_1743,4.157517331008858,4.218395525885036,1.0,True,TerminalCell_B,
Gene_1744,4.605990700832403,0.0,1.0,False,,
Gene_1745,4.445962207445478,2.2100903254220494,1.0,True,"StemCell,Progenitor2,TerminalCell_B",StemCell->Progenitor2;Progenitor2->TerminalCell_B
Gene_1746,1.3718681065741034,0.0,1.0,False,,
Gene_1747,2.518337861269235,2.790148074951642,1.0,True,Progenitor1,
Gene_1748,2.2027261790233688,0.0,1.0,False,,
Gene_1749,4.887756451820777,4.211448224588395,1.0,True,Progenitor1,
Gene_1750,2.552073642174871,3.879624255498743,1.0,True,TerminalCell_A,
Gene_1751,3.002623034409064,0.0,1.0,False,,
Gene_1752,2.653994483809398,0.0,1.0,False,,
Gene_1753,4.66950107287081,3.57738940147539,1.0,True,Progenitor2,
Gene_1754,4.187345007155486,0.0,1.0,False,,
Gene_1755,4.567798416002121,3.2969534192913796,1.0,True,"StemCell,Progenitor1",StemCell->Progenitor1
Gene_1756,1.482932712205507,0.0,1.0,False,,
Gene_1757,2.5501954268142457,0.0,1.0,False,,
Gene_1758,3.9713297390888913,0.0,1.0,False,,
Gene_1759,3.420629609184588,0.0,1.0,False,,
Gene_1760,1.3739410611690683,0.0,1.0,False,,
Gene_1761,1.196361350235167,0.0,1.0,False,,
Gene_1762,4.086514399716918,3.447354641161741,1.0,True,TerminalCell_B,
Gene_1763,2.875129304421746,0.0,1.0,False,,
Gene_1764,2.927567459388235,0.0,1.0,False,,
Gene_1765,4.352054754806186,0.0,1.0,False,,
Gene_1766,2.2003742720614055,1.544407367550805,1.0,True,"Progenitor2,TerminalCell_B",Progenitor2->TerminalCell_B
Gene_1767,2.289590372250695,0.0,1.0,False,,
Gene_1768,4.998387650711583,0.0,1.0,False,,
Gene_1769,1.6892680850121016,0.0,1.0,False,,
Gene_1770,4.8566586012605235,4.154512308828302,1.0,True,TerminalCell_A,
Gene_1771,3.636551140842631,0.0,1.0,False,,
Gene_1772,4.60375894498414,0.0,1.0,False,,
Gene_1773,1.3424711915758372,0.0,1.0,False,,
Gene_1774,3.743288513233942,0.0,1.0,False,,
Gene_1775,3.680335293642627,4.747323122920452,1.0,True,Progenitor2,
Gene_1776,1.9534269085416,3.270123110788143,1.0,True,TerminalCell_B,
Gene_1777,1.4061342530686227,0.0,1.0,False,,
Gene_1778,4.730119833539246,0.0,1.0,False,,
Gene_1779,3.243487228130867,1.0568060148412153,1.0,True,"StemCell,Progenitor2,TerminalCell_B",StemCell->Progenitor2;Progenitor2->TerminalCell_B
Gene_1780,4.998677654327848,0.0,1.0,False,,
Gene_1781,4.472952990371349,0.0,1.0,False,,
Gene_1782,1.3962778603105228,0.0,1.0,False,,
Gene_1783,1.2679878103065385,0.0,1.0,False,,
Gene_1784,1.4186491771991054,3.3433822253163106,1.0,True,"StemCell,Progenitor1",StemCell->Progenitor1
Gene_1785,1.3171353644438972,0.0,1.0,False,,
Gene_1786,3.7361733133323467,0.0,1.0,False,,
Gene_1787,1.6194944314877904,0.0,1.0,False,,
Gene_1788,3.1535259549824204,0.0,1.0,False,,
Gene_1789,2.847424338772375,0.0,1.0,False,,
Gene_1790,2.8898570045774425,0.0,1.0,False,,
Gene_1791,4.3272461437807515,0.0,1.0,False,,
Gene_1792,2.745903199760873,2.626092745570615,1.0,True,"StemCell,Progenitor1,TerminalCell_A",StemCell->Progenitor1;Progenitor1->TerminalCell_A
Gene_1793,2.60256871915096,0.0,1.0,False,,
Gene_1794,2.6474924040499777,0.0,1.0,False,,
Gene_1795,2.0790920993696034,0.0,1.0,False,,
Gene_1796,2.345455896440432,0.0,1.0,False,,
Gene_1797,1.951271564948553,0.0,1.0,False,,
Gene_1798,3.5629458528862252,0.0,1.0,False,,
Gene_1799,1.7418311668921014,0.0,1.0,False,,
Gene_1800,4.52567612340467,0.0,1.0,False,,
Gene_1801,3.464866199586333,2.7840841241451653,1.0,True,"StemCell,Progenitor1",StemCell->Progenitor1
Gene_1802,3.599488441221962,0.0,1.0,False,,
Gene_1803,3.1968635190072012,0.0,1.0,False,,
Gene_1804,1.151477431251449,0.0,1.0,False,,
Gene_1805,4.195771989934796,0.0,1.0,False,,
Gene_1806,1.7822421011789586,2.9838518088463037,1.0,True,"Progenitor1,TerminalCell_A",Progenitor1->TerminalCell_A
Gene_1807,3.9274979960386562,0.0,1.0,False,,
Gene_1808,4.680095999545545,0.0,1.0,False,,
Gene_1809,1.1805627003782897,0.0,1.0,False,,
Gene_1810,2.292913270412226,0.0,1.0,False,,
Gene_1811,1.2331095887686816,0.0,1.0,False,,
Gene_1812,1.8897772899450698,0.0,1.0,False,,
Gene_1813,4.933159602779431,0.0,1.0,False,,
Gene_1814,4.871278545512473,4.887269585824198,1.0,True,TerminalCell_B,
Gene_1815,2.667266730909661,0.0,1.0,False,,
Gene_1816,3.4909687515105876,2.6143788062721782,1.0,True,"StemCell,Progenitor2",StemCell->Progenitor2
Gene_1817,4.8907149915291095,1.5090067986526763,1.0,True,"StemCell,Progenitor2,TerminalCell_B",StemCell->Progenitor2;Progenitor2->TerminalCell_B
Gene_1818,3.2284639930472068,0.0,1.0,False,,
Gene_1819,2.0456935438744277,0.0,1.0,False,,
Gene_1820,4.921537064914916,0.0,1.0,False,,
Gene_1821,3.6268956365695355,4.755630306645607,1.0,True,TerminalCell_A,
Gene_1822,3.8694103474630515,0.0,1.0,False,,
Gene_1823,2.0878213704693382,0.0,1.0,False,,
Gene_1824,1.01208327561646,0.0,1.0,False,,
Gene_1825,1.9175140766861616,0.0,1.0,False,,
Gene_1826,2.927565651126643,0.0,1.0,False,,
Gene_1827,2.502475176321255,0.0,1.0,False,,
Gene_1828,1.6178710142150812,2.567935940879547,1.0,True,TerminalCell_A,
Gene_1829,1.1327702941734885,3.9445715704381046,1.0,True,TerminalCell_B,
Gene_1830,2.085841600300539,0.0,1.0,False,,
Gene_1831,4.891102075394858,0.0,1.0,False,,
Gene_1832,3.2830402443475886,0.0,1.0,False,,
Gene_1833,1.9764550766222984,3.2142053777898743,1.0,True,"StemCell,Progenitor1,TerminalCell_A",StemCell->Progenitor1;Progenitor1->TerminalCell_A
Gene_1834,4.5217623818857735,0.0,1.0,False,,
Gene_1835,2.4070661255119483,0.0,1.0,False,,
Gene_1836,4.371917264035577,0.0,1.0,False,,
Gene_1837,3.811773993987897,0.0,1.0,False,,
Gene_1838,2.431548365064195,0.0,1.0,False,,
Gene_1839,4.663436174261529,0.0,1.0,False,,
Gene_1840,1.7807245346511533,1.0039006165356192,1.0,True,"StemCell,Progenitor2",StemCell->Progenitor2
Gene_1841,2.98972795885376,0.0,1.0,False,,
Gene_1842,1.2935597295759202,0.0,1.0,False,,
Gene_1843,1.0771123827341604,0.0,1.0,False,,
Gene_1844,3.449983481158807,0.0,1.0,False,,
Gene_1845,3.770123591249783,0.0,1.0,False,,
Gene_1846,1.706567584836792,0.0,1.0,False,,
Gene_1847,1.3434585976578908,0.0,1.0,False,,
Gene_1848,4.244082489186567,0.0,1.0,False,,
Gene_1849,3.6286011752238982,0.0,1.0,False,,
Gene_1850,3.9209129397739875,4.868408425288688,1.0,True,"Progenitor1,TerminalCell_A",Progenitor1->TerminalCell_A
Gene_1851,1.9069148591212106,1.7958553491190279,1.0,True,TerminalCell_B,
Gene_1852,1.7791349891047785,4.753787148944504,1.0,True,"StemCell,Progenitor2,TerminalCell_B",StemCell->Progenitor2;Progenitor2->TerminalCell_B
Gene_1853,4.60022108203021,0.0,1.0,False,,
Gene_1854,3.0140086287026038,3.4295524058098747,1.0,True,TerminalCell_B,
Gene_1855,1.2541640477209852,0.0,1.0,False,,
Gene_1856,1.3265684333241583,0.0,1.0,False,,
Gene_1857,4.400789718687093,0.0,1.0,False,,
Gene_1858,1.2674642370990874,0.0,1.0,False,,
Gene_1859,3.114196901900411,3.9566631537563253,1.0,True,"StemCell,Progenitor2,TerminalCell_B",StemCell->Progenitor2;Progenitor2->TerminalCell_B
Gene_1860,2.579983742600056,0.0,1.0,False,,
Gene_1861,4.062933667916031,0.0,1.0,False,,
Gene_1862,1.6431667403394892,0.0,1.0,False,,
Gene_1863,2.079101260139255,0.0,1.0,False,,
Gene_1864,3.611603590651439,0.0,1.0,False,,
Gene_1865,1.3674187267928581,0.0,1.0,False,,
Gene_1866,4.956140718656373,0.0,1.0,False,,
Gene_1867,3.7211574386279485,0.0,1.0,False,,
Gene_1868,2.4681054186800124,0.0,1.0,False,,
Gene_1869,1.3888797253699963,0.0,1.0,False,,
Gene_1870,2.5779954879989107,0.0,1.0,False,,
Gene_1871,1.8810979593497605,0.0,1.0,False,,
Gene_1872,3.2267156626717406,0.0,1.0,False,,
Gene_1873,1.1650481916792805,0.0,1.0,False,,
Gene_1874,1.6807122538606314,0.0,1.0,False,,
Gene_1875,3.920118147130462,0.0,1.0,False,,
