mutation_id,is_baseline,is_denovo,is_false,mutation_type,cells_with_mutation
m11036,False,True,False,De Novo,171
m11037,False,True,False,De Novo,180
m11039,False,True,False,De Novo,176
m11040,False,True,False,De Novo,168
m11041,False,True,False,De Novo,176
m11042,False,True,False,De Novo,162
m11043,False,True,False,De Novo,215
m11044,False,True,False,De Novo,421
m11045,False,True,False,De Novo,199
m11046,False,True,False,De Novo,184
m11048,False,True,False,De Novo,187
m11049,False,True,False,De Novo,183
m11050,False,True,False,De Novo,257
m11051,False,True,False,De Novo,194
m11052,False,True,False,De Novo,762
m11053,False,True,False,De Novo,197
m11054,False,True,False,De Novo,201
m11055,False,True,False,De Novo,209
m11056,False,True,False,De Novo,182
m11057,False,True,False,De Novo,192
m11058,False,True,False,De Novo,305
m11059,False,True,False,De Novo,192
m11060,False,True,False,De Novo,188
m11061,False,True,False,De Novo,197
m11062,False,True,False,De Novo,259
m11065,False,True,False,De Novo,167
m11068,False,True,False,De Novo,711
m11069,False,True,False,De Novo,183
m11070,False,True,False,De Novo,174
m11072,False,True,False,De Novo,322
m11073,False,True,False,De Novo,178
m11074,False,True,False,De Novo,176
m11075,False,True,False,De Novo,208
m11076,False,True,False,De Novo,192
m11077,False,True,False,De Novo,292
m11079,False,True,False,De Novo,196
m11080,False,True,False,De Novo,177
m11081,False,True,False,De Novo,549
m11082,False,True,False,De Novo,175
m11083,False,True,False,De Novo,859
m11084,False,True,False,De Novo,174
m11085,False,True,False,De Novo,191
m11086,False,True,False,De Novo,202
m11087,False,True,False,De Novo,181
m11088,False,True,False,De Novo,201
m11089,False,True,False,De Novo,211
m11090,False,True,False,De Novo,190
m11091,False,True,False,De Novo,175
m11092,False,True,False,De Novo,183
m11093,False,True,False,De Novo,364
m11094,False,True,False,De Novo,188
m11095,False,True,False,De Novo,168
m11096,False,True,False,De Novo,173
m11097,False,True,False,De Novo,201
m11098,False,True,False,De Novo,174
m11099,False,True,False,De Novo,212
m11100,False,True,False,De Novo,166
m11101,False,True,False,De Novo,434
m11102,False,True,False,De Novo,204
m11103,False,True,False,De Novo,189
m11104,False,True,False,De Novo,179
m11105,False,True,False,De Novo,220
m11106,False,True,False,De Novo,191
m11107,False,True,False,De Novo,177
m11109,False,True,False,De Novo,252
m11110,False,True,False,De Novo,183
m11111,False,True,False,De Novo,184
m11112,False,True,False,De Novo,190
m11113,False,True,False,De Novo,173
m11114,False,True,False,De Novo,198
m11116,False,True,False,De Novo,176
m11117,False,True,False,De Novo,214
m11118,False,True,False,De Novo,195
m11119,False,True,False,De Novo,210
m11121,False,True,False,De Novo,341
m11123,False,True,False,De Novo,267
m11124,False,True,False,De Novo,188
m11128,False,True,False,De Novo,200
m11130,False,True,False,De Novo,195
m11133,False,True,False,De Novo,200
m11134,False,True,False,De Novo,204
m11135,False,True,False,De Novo,173
m11136,False,True,False,De Novo,175
m11137,False,True,False,De Novo,306
m11138,False,True,False,De Novo,184
m11139,False,True,False,De Novo,237
m11140,False,True,False,De Novo,192
m11142,False,True,False,De Novo,190
m11143,False,True,False,De Novo,183
m11144,False,True,False,De Novo,202
m11145,False,True,False,De Novo,169
m11146,False,True,False,De Novo,177
m11148,False,True,False,De Novo,215
m11150,False,True,False,De Novo,158
m11151,False,True,False,De Novo,273
m11152,False,True,False,De Novo,180
m11153,False,True,False,De Novo,160
m11155,False,True,False,De Novo,185
m11156,False,True,False,De Novo,211
m11157,False,True,False,De Novo,183
m11158,False,True,False,De Novo,412
m11160,False,True,False,De Novo,160
m11161,False,True,False,De Novo,213
m11162,False,True,False,De Novo,481
m11163,False,True,False,De Novo,285
m11164,False,True,False,De Novo,200
m11165,False,True,False,De Novo,336
m11166,False,True,False,De Novo,183
m11167,False,True,False,De Novo,187
m11168,False,True,False,De Novo,195
m11169,False,True,False,De Novo,186
m11171,False,True,False,De Novo,254
m11172,False,True,False,De Novo,185
m11173,False,True,False,De Novo,172
m11174,False,True,False,De Novo,186
m11175,False,True,False,De Novo,237
m11177,False,True,False,De Novo,170
m11179,False,True,False,De Novo,181
m11180,False,True,False,De Novo,186
m11181,False,True,False,De Novo,187
m11183,False,True,False,De Novo,191
m11184,False,True,False,De Novo,185
m11185,False,True,False,De Novo,232
m11186,False,True,False,De Novo,206
m11187,False,True,False,De Novo,200
m11189,False,True,False,De Novo,182
m11192,False,True,False,De Novo,179
m11193,False,True,False,De Novo,166
m11195,False,True,False,De Novo,579
m11197,False,True,False,De Novo,171
m11199,False,True,False,De Novo,188
m11201,False,True,False,De Novo,204
m11203,False,True,False,De Novo,170
m11204,False,True,False,De Novo,210
m11205,False,True,False,De Novo,184
m11206,False,True,False,De Novo,183
m11207,False,True,False,De Novo,189
m11209,False,True,False,De Novo,177
m11210,False,True,False,De Novo,204
m11211,False,True,False,De Novo,192
m11212,False,True,False,De Novo,181
m11213,False,True,False,De Novo,169
m11215,False,True,False,De Novo,182
m11216,False,True,False,De Novo,174
m11218,False,True,False,De Novo,207
m11219,False,True,False,De Novo,187
m11220,False,True,False,De Novo,281
m11221,False,True,False,De Novo,212
m11222,False,True,False,De Novo,201
m11223,False,True,False,De Novo,270
m11224,False,True,False,De Novo,199
m11225,False,True,False,De Novo,198
m11227,False,True,False,De Novo,173
m11228,False,True,False,De Novo,192
m11229,False,True,False,De Novo,197
m11230,False,True,False,De Novo,168
m11231,False,True,False,De Novo,168
m11232,False,True,False,De Novo,184
m11233,False,True,False,De Novo,228
m11234,False,True,False,De Novo,164
m11236,False,True,False,De Novo,212
m11237,False,True,False,De Novo,195
m11238,False,True,False,De Novo,201
m11239,False,True,False,De Novo,210
m11240,False,True,False,De Novo,171
m11241,False,True,False,De Novo,175
m11242,False,True,False,De Novo,209
m11243,False,True,False,De Novo,177
m11244,False,True,False,De Novo,170
m11245,False,True,False,De Novo,199
m11246,False,True,False,De Novo,174
m11247,False,True,False,De Novo,202
m11249,False,True,False,De Novo,170
m11250,False,True,False,De Novo,182
m11251,False,True,False,De Novo,207
m11252,False,True,False,De Novo,205
m11253,False,True,False,De Novo,200
m11254,False,True,False,De Novo,203
m11255,False,True,False,De Novo,288
m11256,False,True,False,De Novo,220
m11257,False,True,False,De Novo,204
m11258,False,True,False,De Novo,171
m11259,False,True,False,De Novo,295
m11260,False,True,False,De Novo,190
m11261,False,True,False,De Novo,213
m11262,False,True,False,De Novo,177
m11263,False,True,False,De Novo,199
m11264,False,True,False,De Novo,299
m11265,False,True,False,De Novo,172
m11266,False,True,False,De Novo,193
m11268,False,True,False,De Novo,173
m11269,False,True,False,De Novo,179
m11270,False,True,False,De Novo,283
m11271,False,True,False,De Novo,200
m11272,False,True,False,De Novo,178
m11273,False,True,False,De Novo,274
m11274,False,True,False,De Novo,224
m11275,False,True,False,De Novo,209
m11276,False,True,False,De Novo,178
m11277,False,True,False,De Novo,257
m11278,False,True,False,De Novo,269
m11280,False,True,False,De Novo,199
m11281,False,True,False,De Novo,193
m11283,False,True,False,De Novo,191
m11284,False,True,False,De Novo,166
m11285,False,True,False,De Novo,194
m11286,False,True,False,De Novo,234
m11287,False,True,False,De Novo,190
m11288,False,True,False,De Novo,265
m11289,False,True,False,De Novo,538
m11290,False,True,False,De Novo,192
m11291,False,True,False,De Novo,197
m11292,False,True,False,De Novo,173
m11293,False,True,False,De Novo,173
m11294,False,True,False,De Novo,192
m11295,False,True,False,De Novo,173
m11296,False,True,False,De Novo,206
m11297,False,True,False,De Novo,185
m11298,False,True,False,De Novo,192
m11299,False,True,False,De Novo,239
m11300,False,True,False,De Novo,171
m11301,False,True,False,De Novo,253
m11302,False,True,False,De Novo,865
m11303,False,True,False,De Novo,177
m11305,False,True,False,De Novo,179
m11306,False,True,False,De Novo,180
m11307,False,True,False,De Novo,170
m11308,False,True,False,De Novo,195
m11309,False,True,False,De Novo,182
m11311,False,True,False,De Novo,667
m11312,False,True,False,De Novo,205
m11313,False,True,False,De Novo,202
m11314,False,True,False,De Novo,243
m11315,False,True,False,De Novo,194
m11316,False,True,False,De Novo,294
m11318,False,True,False,De Novo,181
m11319,False,True,False,De Novo,194
m11320,False,True,False,De Novo,193
m11321,False,True,False,De Novo,816
m11322,False,True,False,De Novo,185
m11323,False,True,False,De Novo,171
m11325,False,True,False,De Novo,194
m11327,False,True,False,De Novo,181
m11328,False,True,False,De Novo,310
m11329,False,True,False,De Novo,198
m11331,False,True,False,De Novo,199
m11332,False,True,False,De Novo,230
m11333,False,True,False,De Novo,287
m11334,False,True,False,De Novo,215
m11336,False,True,False,De Novo,183
m11337,False,True,False,De Novo,185
m11338,False,True,False,De Novo,221
m11339,False,True,False,De Novo,167
m11340,False,True,False,De Novo,183
m11341,False,True,False,De Novo,187
m11342,False,True,False,De Novo,202
m11344,False,True,False,De Novo,159
m11345,False,True,False,De Novo,813
m11346,False,True,False,De Novo,187
m11347,False,True,False,De Novo,174
m11348,False,True,False,De Novo,208
m11349,False,True,False,De Novo,182
m11350,False,True,False,De Novo,208
m11352,False,True,False,De Novo,185
m11354,False,True,False,De Novo,229
m11355,False,True,False,De Novo,192
m11356,False,True,False,De Novo,208
m11357,False,True,False,De Novo,374
m11359,False,True,False,De Novo,196
m11360,False,True,False,De Novo,184
m11361,False,True,False,De Novo,179
m11362,False,True,False,De Novo,177
m11363,False,True,False,De Novo,205
m11364,False,True,False,De Novo,194
m11365,False,True,False,De Novo,213
m11366,False,True,False,De Novo,189
m11367,False,True,False,De Novo,188
m11369,False,True,False,De Novo,184
m11370,False,True,False,De Novo,333
m11372,False,True,False,De Novo,192
m11373,False,True,False,De Novo,163
m11374,False,True,False,De Novo,205
m11375,False,True,False,De Novo,200
m11376,False,True,False,De Novo,176
m11377,False,True,False,De Novo,192
m11378,False,True,False,De Novo,244
m11379,False,True,False,De Novo,196
m11380,False,True,False,De Novo,185
m11382,False,True,False,De Novo,199
m11383,False,True,False,De Novo,398
m11384,False,True,False,De Novo,195
m11385,False,True,False,De Novo,189
m11386,False,True,False,De Novo,191
m11387,False,True,False,De Novo,174
m11388,False,True,False,De Novo,185
m11389,False,True,False,De Novo,190
m11390,False,True,False,De Novo,189
m11391,False,True,False,De Novo,202
m11392,False,True,False,De Novo,268
m11393,False,True,False,De Novo,168
m11394,False,True,False,De Novo,186
m11395,False,True,False,De Novo,194
m11397,False,True,False,De Novo,201
m11398,False,True,False,De Novo,174
m11400,False,True,False,De Novo,252
m11401,False,True,False,De Novo,172
m11402,False,True,False,De Novo,296
m11403,False,True,False,De Novo,221
m11407,False,True,False,De Novo,199
m11408,False,True,False,De Novo,444
m11409,False,True,False,De Novo,178
m11410,False,True,False,De Novo,216
m11411,False,True,False,De Novo,517
m11412,False,True,False,De Novo,298
m11414,False,True,False,De Novo,213
m11415,False,True,False,De Novo,198
m11416,False,True,False,De Novo,198
m11418,False,True,False,De Novo,275
m11419,False,True,False,De Novo,256
m11420,False,True,False,De Novo,216
m11421,False,True,False,De Novo,196
m11422,False,True,False,De Novo,177
m11423,False,True,False,De Novo,187
m11424,False,True,False,De Novo,194
m11425,False,True,False,De Novo,171
m11426,False,True,False,De Novo,193
m11427,False,True,False,De Novo,191
m11428,False,True,False,De Novo,171
m11429,False,True,False,De Novo,198
m11430,False,True,False,De Novo,211
m11431,False,True,False,De Novo,180
m11433,False,True,False,De Novo,191
m11434,False,True,False,De Novo,221
m11435,False,True,False,De Novo,313
m11436,False,True,False,De Novo,258
m11438,False,True,False,De Novo,181
m11439,False,True,False,De Novo,195
m11440,False,True,False,De Novo,165
m11441,False,True,False,De Novo,201
m11442,False,True,False,De Novo,169
m11443,False,True,False,De Novo,194
m11444,False,True,False,De Novo,183
m11445,False,True,False,De Novo,209
m11446,False,True,False,De Novo,194
m11447,False,True,False,De Novo,284
m11449,False,True,False,De Novo,189
m11450,False,True,False,De Novo,185
m11451,False,True,False,De Novo,180
m11452,False,True,False,De Novo,163
m11454,False,True,False,De Novo,171
m11455,False,True,False,De Novo,187
m11456,False,True,False,De Novo,174
m11457,False,True,False,De Novo,189
m11458,False,True,False,De Novo,264
m11459,False,True,False,De Novo,258
m11461,False,True,False,De Novo,187
m11462,False,True,False,De Novo,184
m11463,False,True,False,De Novo,183
m11466,False,True,False,De Novo,174
m11468,False,True,False,De Novo,181
m11470,False,True,False,De Novo,194
m11471,False,True,False,De Novo,231
m11472,False,True,False,De Novo,175
m11473,False,True,False,De Novo,272
m11474,False,True,False,De Novo,193
m11475,False,True,False,De Novo,178
m11476,False,True,False,De Novo,182
m11477,False,True,False,De Novo,284
m11478,False,True,False,De Novo,187
m11480,False,True,False,De Novo,199
m11481,False,True,False,De Novo,226
m11483,False,True,False,De Novo,254
m11484,False,True,False,De Novo,181
m11485,False,True,False,De Novo,190
m11487,False,True,False,De Novo,283
m11488,False,True,False,De Novo,178
m11489,False,True,False,De Novo,155
m11490,False,True,False,De Novo,175
m11491,False,True,False,De Novo,163
m11492,False,True,False,De Novo,197
m11493,False,True,False,De Novo,192
m11494,False,True,False,De Novo,303
m11495,False,True,False,De Novo,205
m11496,False,True,False,De Novo,179
m11497,False,True,False,De Novo,184
m11498,False,True,False,De Novo,187
m11499,False,True,False,De Novo,208
m11501,False,True,False,De Novo,269
m11502,False,True,False,De Novo,205
m11503,False,True,False,De Novo,211
m11504,False,True,False,De Novo,177
m11505,False,True,False,De Novo,204
m11506,False,True,False,De Novo,268
m11508,False,True,False,De Novo,337
m11509,False,True,False,De Novo,262
m11510,False,True,False,De Novo,182
m11511,False,True,False,De Novo,172
m11512,False,True,False,De Novo,205
m11513,False,True,False,De Novo,505
m11514,False,True,False,De Novo,187
m11515,False,True,False,De Novo,217
m11516,False,True,False,De Novo,281
m11517,False,True,False,De Novo,166
m11518,False,True,False,De Novo,185
m11519,False,True,False,De Novo,177
m11521,False,True,False,De Novo,184
m11522,False,True,False,De Novo,171
m11523,False,True,False,De Novo,200
m11524,False,True,False,De Novo,207
m11525,False,True,False,De Novo,181
m11526,False,True,False,De Novo,191
m11530,False,True,False,De Novo,205
m11531,False,True,False,De Novo,265
m11532,False,True,False,De Novo,175
m11533,False,True,False,De Novo,223
m11534,False,True,False,De Novo,208
m11535,False,True,False,De Novo,212
m11536,False,True,False,De Novo,190
m11537,False,True,False,De Novo,199
m11538,False,True,False,De Novo,787
m11539,False,True,False,De Novo,178
m11540,False,True,False,De Novo,175
m11541,False,True,False,De Novo,203
m11542,False,True,False,De Novo,179
m11543,False,True,False,De Novo,174
m11544,False,True,False,De Novo,200
m11545,False,True,False,De Novo,171
m11546,False,True,False,De Novo,198
m11547,False,True,False,De Novo,194
m11548,False,True,False,De Novo,260
m11549,False,True,False,De Novo,188
m11550,False,True,False,De Novo,175
m11551,False,True,False,De Novo,157
m11552,False,True,False,De Novo,161
m11554,False,True,False,De Novo,215
m11555,False,True,False,De Novo,212
m11556,False,True,False,De Novo,195
m11559,False,True,False,De Novo,216
m11560,False,True,False,De Novo,174
m11561,False,True,False,De Novo,179
m11562,False,True,False,De Novo,179
m11563,False,True,False,De Novo,300
m11564,False,True,False,De Novo,191
m11565,False,True,False,De Novo,198
m11566,False,True,False,De Novo,183
m11567,False,True,False,De Novo,174
m11568,False,True,False,De Novo,760
m11569,False,True,False,De Novo,188
m11570,False,True,False,De Novo,197
m11571,False,True,False,De Novo,170
m11572,False,True,False,De Novo,182
m11573,False,True,False,De Novo,238
m11575,False,True,False,De Novo,208
m11576,False,True,False,De Novo,209
m11577,False,True,False,De Novo,174
m11578,False,True,False,De Novo,162
m11579,False,True,False,De Novo,188
m11580,False,True,False,De Novo,159
m11583,False,True,False,De Novo,179
m11584,False,True,False,De Novo,597
m11585,False,True,False,De Novo,275
m11586,False,True,False,De Novo,202
m11587,False,True,False,De Novo,258
m11588,False,True,False,De Novo,298
m11589,False,True,False,De Novo,167
m11590,False,True,False,De Novo,217
m11592,False,True,False,De Novo,160
m11593,False,True,False,De Novo,216
m11597,False,True,False,De Novo,221
m11599,False,True,False,De Novo,202
m11601,False,True,False,De Novo,862
m11602,False,True,False,De Novo,182
m11603,False,True,False,De Novo,185
m11604,False,True,False,De Novo,185
m11605,False,True,False,De Novo,204
m11606,False,True,False,De Novo,248
m11609,False,True,False,De Novo,180
m11610,False,True,False,De Novo,187
m11611,False,True,False,De Novo,278
m11612,False,True,False,De Novo,196
m11613,False,True,False,De Novo,186
m11614,False,True,False,De Novo,166
m11615,False,True,False,De Novo,176
m11616,False,True,False,De Novo,203
m11617,False,True,False,De Novo,201
m11618,False,True,False,De Novo,172
m11619,False,True,False,De Novo,365
m11620,False,True,False,De Novo,403
m11622,False,True,False,De Novo,202
m11625,False,True,False,De Novo,182
m11626,False,True,False,De Novo,168
m11627,False,True,False,De Novo,243
m11628,False,True,False,De Novo,178
m11629,False,True,False,De Novo,275
m11630,False,True,False,De Novo,175
m11632,False,True,False,De Novo,201
m11633,False,True,False,De Novo,183
m11634,False,True,False,De Novo,193
m11636,False,True,False,De Novo,161
m11637,False,True,False,De Novo,176
m11638,False,True,False,De Novo,186
m11639,False,True,False,De Novo,201
m11640,False,True,False,De Novo,219
m11642,False,True,False,De Novo,189
m11643,False,True,False,De Novo,163
m11644,False,True,False,De Novo,169
m11645,False,True,False,De Novo,266
m11646,False,True,False,De Novo,274
m11647,False,True,False,De Novo,171
m11648,False,True,False,De Novo,181
m11650,False,True,False,De Novo,181
m11651,False,True,False,De Novo,418
m11653,False,True,False,De Novo,168
m11654,False,True,False,De Novo,181
m11655,False,True,False,De Novo,254
m11656,False,True,False,De Novo,217
m11657,False,True,False,De Novo,204
m11659,False,True,False,De Novo,191
m11661,False,True,False,De Novo,302
m11662,False,True,False,De Novo,180
m11664,False,True,False,De Novo,168
m11666,False,True,False,De Novo,208
m11667,False,True,False,De Novo,444
m11668,False,True,False,De Novo,199
m11669,False,True,False,De Novo,203
m11670,False,True,False,De Novo,385
m11671,False,True,False,De Novo,191
m11675,False,True,False,De Novo,182
m11676,False,True,False,De Novo,193
m11678,False,True,False,De Novo,166
m11679,False,True,False,De Novo,283
m11680,False,True,False,De Novo,179
m11681,False,True,False,De Novo,216
m11682,False,True,False,De Novo,293
m11683,False,True,False,De Novo,183
m11684,False,True,False,De Novo,254
m11685,False,True,False,De Novo,185
m11686,False,True,False,De Novo,172
m11687,False,True,False,De Novo,191
m11688,False,True,False,De Novo,219
m11689,False,True,False,De Novo,226
m11690,False,True,False,De Novo,188
m11691,False,True,False,De Novo,211
m11692,False,True,False,De Novo,185
m11693,False,True,False,De Novo,191
m11695,False,True,False,De Novo,182
m11699,False,True,False,De Novo,197
m11700,False,True,False,De Novo,236
m11701,False,True,False,De Novo,233
m11702,False,True,False,De Novo,223
m11704,False,True,False,De Novo,173
m11705,False,True,False,De Novo,184
m11707,False,True,False,De Novo,172
m11708,False,True,False,De Novo,314
m11709,False,True,False,De Novo,230
m11710,False,True,False,De Novo,763
m11711,False,True,False,De Novo,293
m11713,False,True,False,De Novo,215
m11714,False,True,False,De Novo,180
m11715,False,True,False,De Novo,189
m11716,False,True,False,De Novo,191
m11717,False,True,False,De Novo,159
m11718,False,True,False,De Novo,196
m11719,False,True,False,De Novo,189
m11720,False,True,False,De Novo,273
m11721,False,True,False,De Novo,278
m11723,False,True,False,De Novo,200
m11724,False,True,False,De Novo,213
m11725,False,True,False,De Novo,199
m11726,False,True,False,De Novo,273
m11728,False,True,False,De Novo,187
m11729,False,True,False,De Novo,203
m11730,False,True,False,De Novo,172
m11731,False,True,False,De Novo,185
m11732,False,True,False,De Novo,189
m11733,False,True,False,De Novo,266
m11736,False,True,False,De Novo,215
m11737,False,True,False,De Novo,208
m11738,False,True,False,De Novo,303
m11739,False,True,False,De Novo,206
m11740,False,True,False,De Novo,169
m11742,False,True,False,De Novo,221
m11743,False,True,False,De Novo,185
m11744,False,True,False,De Novo,241
m11745,False,True,False,De Novo,247
m11746,False,True,False,De Novo,183
m11748,False,True,False,De Novo,181
m11749,False,True,False,De Novo,559
m11752,False,True,False,De Novo,199
m11754,False,True,False,De Novo,186
m11755,False,True,False,De Novo,272
m11756,False,True,False,De Novo,207
m11757,False,True,False,De Novo,177
m11758,False,True,False,De Novo,202
m11762,False,True,False,De Novo,252
m11763,False,True,False,De Novo,178
m11764,False,True,False,De Novo,185
m11765,False,True,False,De Novo,204
m11766,False,True,False,De Novo,233
m11767,False,True,False,De Novo,201
m11768,False,True,False,De Novo,347
m11769,False,True,False,De Novo,183
m11770,False,True,False,De Novo,162
m11771,False,True,False,De Novo,341
m11772,False,True,False,De Novo,188
m11773,False,True,False,De Novo,260
m11774,False,True,False,De Novo,271
m11775,False,True,False,De Novo,184
m11777,False,True,False,De Novo,218
m11778,False,True,False,De Novo,170
m11779,False,True,False,De Novo,186
m11780,False,True,False,De Novo,192
m11781,False,True,False,De Novo,251
m11782,False,True,False,De Novo,187
m11783,False,True,False,De Novo,168
m11784,False,True,False,De Novo,162
m11787,False,True,False,De Novo,226
m11788,False,True,False,De Novo,214
m11790,False,True,False,De Novo,301
m11791,False,True,False,De Novo,192
m11792,False,True,False,De Novo,193
m11795,False,True,False,De Novo,193
m11796,False,True,False,De Novo,183
m11798,False,True,False,De Novo,278
m11799,False,True,False,De Novo,257
m11800,False,True,False,De Novo,189
m11801,False,True,False,De Novo,178
m11802,False,True,False,De Novo,162
m11804,False,True,False,De Novo,190
m11805,False,True,False,De Novo,182
m11806,False,True,False,De Novo,192
m11808,False,True,False,De Novo,193
m11809,False,True,False,De Novo,304
m11811,False,True,False,De Novo,194
m11812,False,True,False,De Novo,177
m11813,False,True,False,De Novo,176
m11814,False,True,False,De Novo,186
m11815,False,True,False,De Novo,317
m11816,False,True,False,De Novo,194
m11819,False,True,False,De Novo,181
m11820,False,True,False,De Novo,205
m11821,False,True,False,De Novo,208
m11822,False,True,False,De Novo,178
m11823,False,True,False,De Novo,190
m11824,False,True,False,De Novo,188
m11825,False,True,False,De Novo,184
m11826,False,True,False,De Novo,195
m11827,False,True,False,De Novo,226
m11829,False,True,False,De Novo,178
m11830,False,True,False,De Novo,192
m11831,False,True,False,De Novo,289
m11832,False,True,False,De Novo,174
m11833,False,True,False,De Novo,245
m11834,False,True,False,De Novo,196
m11835,False,True,False,De Novo,193
m11836,False,True,False,De Novo,200
m11837,False,True,False,De Novo,193
m11838,False,True,False,De Novo,195
m11839,False,True,False,De Novo,281
m11842,False,True,False,De Novo,275
m11843,False,True,False,De Novo,799
m11844,False,True,False,De Novo,178
m11845,False,True,False,De Novo,187
m11846,False,True,False,De Novo,201
m11847,False,True,False,De Novo,179
m11849,False,True,False,De Novo,186
m11850,False,True,False,De Novo,179
m11851,False,True,False,De Novo,197
m11852,False,True,False,De Novo,256
m11853,False,True,False,De Novo,183
m11855,False,True,False,De Novo,253
m11856,False,True,False,De Novo,245
m11857,False,True,False,De Novo,232
m11858,False,True,False,De Novo,249
m11859,False,True,False,De Novo,248
m11860,False,True,False,De Novo,210
m11862,False,True,False,De Novo,236
m11864,False,True,False,De Novo,296
m11866,False,True,False,De Novo,263
m11869,False,True,False,De Novo,182
m11870,False,True,False,De Novo,315
m11872,False,True,False,De Novo,173
m11873,False,True,False,De Novo,190
m11874,False,True,False,De Novo,201
m11875,False,True,False,De Novo,178
m11877,False,True,False,De Novo,301
m11878,False,True,False,De Novo,232
m11879,False,True,False,De Novo,183
m11880,False,True,False,De Novo,202
m11882,False,True,False,De Novo,199
m11883,False,True,False,De Novo,172
m11885,False,True,False,De Novo,210
m11886,False,True,False,De Novo,191
m11887,False,True,False,De Novo,194
m11888,False,True,False,De Novo,171
m11889,False,True,False,De Novo,598
m11891,False,True,False,De Novo,271
m11892,False,True,False,De Novo,209
m11893,False,True,False,De Novo,175
m11894,False,True,False,De Novo,276
m11895,False,True,False,De Novo,184
m11896,False,True,False,De Novo,180
m11897,False,True,False,De Novo,230
m11898,False,True,False,De Novo,253
m11899,False,True,False,De Novo,266
m11900,False,True,False,De Novo,186
m11901,False,True,False,De Novo,296
m11902,False,True,False,De Novo,170
m11903,False,True,False,De Novo,180
m11905,False,True,False,De Novo,177
m11908,False,True,False,De Novo,194
m11909,False,True,False,De Novo,175
m11911,False,True,False,De Novo,474
m11912,False,True,False,De Novo,191
m11914,False,True,False,De Novo,200
m11915,False,True,False,De Novo,183
m11916,False,True,False,De Novo,183
m11918,False,True,False,De Novo,184
m11919,False,True,False,De Novo,204
m11920,False,True,False,De Novo,178
m11921,False,True,False,De Novo,277
m11922,False,True,False,De Novo,183
m11923,False,True,False,De Novo,232
m11924,False,True,False,De Novo,203
m11926,False,True,False,De Novo,199
m11927,False,True,False,De Novo,220
m11928,False,True,False,De Novo,243
m11929,False,True,False,De Novo,285
m11930,False,True,False,De Novo,200
m11931,False,True,False,De Novo,686
m11933,False,True,False,De Novo,192
m11934,False,True,False,De Novo,212
m11935,False,True,False,De Novo,187
m11936,False,True,False,De Novo,203
m11937,False,True,False,De Novo,247
m11938,False,True,False,De Novo,192
m11939,False,True,False,De Novo,179
m11940,False,True,False,De Novo,205
m11941,False,True,False,De Novo,182
m11943,False,True,False,De Novo,190
m11944,False,True,False,De Novo,186
m11945,False,True,False,De Novo,252
m11947,False,True,False,De Novo,173
m11948,False,True,False,De Novo,252
m11949,False,True,False,De Novo,262
m11950,False,True,False,De Novo,210
m11951,False,True,False,De Novo,158
m11952,False,True,False,De Novo,169
m11953,False,True,False,De Novo,199
m11954,False,True,False,De Novo,209
m11955,False,True,False,De Novo,177
m11956,False,True,False,De Novo,251
m11957,False,True,False,De Novo,511
m11960,False,True,False,De Novo,195
m11961,False,True,False,De Novo,213
m11962,False,True,False,De Novo,232
m11963,False,True,False,De Novo,282
m11964,False,True,False,De Novo,176
m11965,False,True,False,De Novo,246
m11966,False,True,False,De Novo,184
m11967,False,True,False,De Novo,207
m11968,False,True,False,De Novo,210
m11970,False,True,False,De Novo,216
m11971,False,True,False,De Novo,199
m11972,False,True,False,De Novo,158
m11973,False,True,False,De Novo,204
m11975,False,True,False,De Novo,191
m11976,False,True,False,De Novo,196
m11977,False,True,False,De Novo,229
m11978,False,True,False,De Novo,311
m11979,False,True,False,De Novo,218
m11980,False,True,False,De Novo,742
m11981,False,True,False,De Novo,169
m11982,False,True,False,De Novo,210
m11983,False,True,False,De Novo,419
m11984,False,True,False,De Novo,175
m11985,False,True,False,De Novo,206
m11986,False,True,False,De Novo,200
m11988,False,True,False,De Novo,179
m11990,False,True,False,De Novo,156
m11991,False,True,False,De Novo,185
m11992,False,True,False,De Novo,181
m11993,False,True,False,De Novo,189
m11994,False,True,False,De Novo,173
m11995,False,True,False,De Novo,175
m11996,False,True,False,De Novo,235
m11998,False,True,False,De Novo,178
m12000,False,True,False,De Novo,549
m12001,False,True,False,De Novo,205
m12002,False,True,False,De Novo,198
m12003,False,True,False,De Novo,203
m12004,False,True,False,De Novo,191
m12005,False,True,False,De Novo,191
m12006,False,True,False,De Novo,182
m12008,False,True,False,De Novo,182
m12009,False,True,False,De Novo,186
m12010,False,True,False,De Novo,206
m12011,False,True,False,De Novo,182
m12013,False,True,False,De Novo,271
m12014,False,True,False,De Novo,208
m12015,False,True,False,De Novo,159
m12016,False,True,False,De Novo,168
m12017,False,True,False,De Novo,189
m12018,False,True,False,De Novo,187
m12019,False,True,False,De Novo,185
m12021,False,True,False,De Novo,201
m12022,False,True,False,De Novo,347
m12025,False,True,False,De Novo,224
m12026,False,True,False,De Novo,206
m12027,False,True,False,De Novo,177
m12028,False,True,False,De Novo,169
m12029,False,True,False,De Novo,205
m12030,False,True,False,De Novo,175
m12031,False,True,False,De Novo,311
m12033,False,True,False,De Novo,171
m12035,False,True,False,De Novo,187
m12036,False,True,False,De Novo,181
m12037,False,True,False,De Novo,196
m12039,False,True,False,De Novo,171
m12040,False,True,False,De Novo,186
m12041,False,True,False,De Novo,270
